Code Etb,Etablissement,Code Fil,Filiere,Min1,Min2,Min3
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers BISKRA,14.39,14.04,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers MSILA,15.09,15.63,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers B.B.ARRERIDJ,15.12,--,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers OULED DJELLAL,14.76,14.02,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers BISKRA,13.63,14.28,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers MSILA,14.80,15.55,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers B.B.ARRERIDJ,14.86,15.67,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers OULED DJELLAL,13.45,13.10,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers BISKRA,15.17,15.69,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers MSILA,15.58,16.31,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers B.B.ARRERIDJ,15.74,16.19,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers OULED DJELLAL,14.04,14.40,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers BISKRA,15.21,--,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers MSILA,15.17,16.00,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers B.B.ARRERIDJ,15.36,16.28,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers OULED DJELLAL,14.23,15.21,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers BISKRA,14.55,,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers MSILA,15.18,,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers B.B.ARRERIDJ,15.13,,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers OULED DJELLAL,14.45,,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PML01,LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliers BISKRA,14.80,--,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PML01,LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliers MSILA,15.15,15.91,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PML01,LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliers B.B.ARRERIDJ,15.23,16.02,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PML01,LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliers OULED DJELLAL,14.30,--,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PPL01,ARABE (P.E.P) -- pour bacheliers BISKRA,14.32,15.06,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PPL01,ARABE (P.E.P) -- pour bacheliers MSILA,15.56,--,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PPL01,ARABE (P.E.P) -- pour bacheliers B.B.ARRERIDJ,15.47,--,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PPL01,ARABE (P.E.P) -- pour bacheliers OULED DJELLAL,13.67,15.82,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PSL01,LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliers BISKRA,15.57,--,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PSL01,LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliers MSILA,15.30,16.07,
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PSL01,LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliers OULED DJELLAL,15.48,15.86,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers OUARGLA,14.23,14.21,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers EL OUED,15.18,16.18,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers GHARDAIA,14.03,14.14,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers TOUGGOURT,14.09,14.80,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers EL MGHAIER,14.10,14.66,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers EL MENIAA,--,--,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers OUARGLA,15.21,15.63,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers EL OUED,15.83,16.83,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers TOUGGOURT,14.69,15.26,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers EL MGHAIER,15.35,15.46,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers OUARGLA,14.06,14.13,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers EL OUED,15.16,16.00,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers GHARDAIA,14.18,14.27,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers TOUGGOURT,14.31,14.98,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers EL MGHAIER,14.51,14.07,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers EL MENIAA,14.24,--,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers OUARGLA,15.16,15.45,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers EL OUED,15.75,16.93,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers TOUGGOURT,14.98,16.18,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers EL MGHAIER,15.30,15.29,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers BISKRA,15.46,,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers OUARGLA,14.77,,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers EL OUED,15.62,,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers GHARDAIA,15.18,,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers OULED DJELLAL,14.95,,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers TOUGGOURT,14.98,,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers EL MGHAIER,14.90,,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers EL MENIAA,--,,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers BISKRA,15.95,,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers OUARGLA,15.57,,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers EL OUED,16.00,,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers OULED DJELLAL,15.85,,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers TOUGGOURT,15.44,,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers EL MGHAIER,15.72,,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers OUARGLA,--,--,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers EL OUED,14.52,15.22,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers GHARDAIA,--,14.03,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers TOUGGOURT,--,--,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers EL MGHAIER,--,--,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers EL MENIAA,--,--,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers OUARGLA,13.23,13.39,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers EL OUED,13.76,14.57,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers TOUGGOURT,--,13.02,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers EL MGHAIER,13.23,13.06,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers OUARGLA,14.55,14.29,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers EL OUED,15.07,15.55,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers GHARDAIA,--,14.07,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers TOUGGOURT,14.19,14.84,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers EL MGHAIER,15.50,14.19,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers EL MENIAA,--,15.42,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers BISKRA,15.39,--,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers OUARGLA,14.34,14.27,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers EL OUED,15.50,17.09,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers OULED DJELLAL,14.70,--,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers TOUGGOURT,14.71,14.93,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers EL MGHAIER,14.11,15.10,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers OUARGLA,13.52,14.20,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers EL OUED,15.15,--,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers GHARDAIA,13.67,--,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers TOUGGOURT,13.92,14.62,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers EL MGHAIER,13.47,14.41,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers EL MENIAA,--,13.21,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers BISKRA,15.74,--,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers OUARGLA,15.22,--,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers EL OUED,16.32,16.98,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers OULED DJELLAL,16.05,--,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers TOUGGOURT,15.36,17.41,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers EL MGHAIER,15.63,--,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers BISKRA,14.78,--,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers OUARGLA,--,--,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers ILLIZI,15.19,--,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers EL OUED,15.01,15.48,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers GHARDAIA,14.06,14.05,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers OULED DJELLAL,14.95,--,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers TOUGGOURT,14.00,14.32,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers DJANET,--,--,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers EL MGHAIER,--,14.00,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers EL MENIAA,--,14.24,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers BISKRA,15.09,15.85,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers OUARGLA,14.06,14.28,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers ILLIZI,--,14.18,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers EL OUED,15.25,15.87,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers GHARDAIA,14.44,--,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers OULED DJELLAL,15.13,16.05,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers TOUGGOURT,--,15.19,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers DJANET,--,--,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers EL MGHAIER,14.25,15.69,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers EL MENIAA,--,14.29,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers OUARGLA,13.43,,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers ILLIZI,12.36,,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers EL OUED,15.08,,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers TOUGGOURT,13.71,,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers DJANET,10.28,,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers EL MGHAIER,13.48,,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PML01,LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliers OUARGLA,--,15.52,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PML01,LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliers EL OUED,14.70,15.53,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PML01,LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliers TOUGGOURT,14.20,14.30,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PML01,LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliers EL MGHAIER,--,--,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PPL01,ARABE (P.E.P) -- pour bacheliers OUARGLA,13.40,13.21,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PPL01,ARABE (P.E.P) -- pour bacheliers EL OUED,15.35,16.19,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PPL01,ARABE (P.E.P) -- pour bacheliers GHARDAIA,13.12,13.81,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PPL01,ARABE (P.E.P) -- pour bacheliers TOUGGOURT,13.79,--,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PPL01,ARABE (P.E.P) -- pour bacheliers EL MGHAIER,13.55,13.37,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PPL01,ARABE (P.E.P) -- pour bacheliers EL MENIAA,--,13.39,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PSL01,LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliers OUARGLA,14.01,14.02,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PSL01,LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliers EL OUED,15.26,16.05,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PSL01,LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliers TOUGGOURT,14.04,14.75,
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PSL01,LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliers EL MGHAIER,14.00,14.88,
U04,ECOLE NORMALE SUPERIEURE D ORAN,B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers TLEMCEN,14.83,15.37,
U04,ECOLE NORMALE SUPERIEURE D ORAN,B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers MOSTAGANEM,15.28,--,
U04,ECOLE NORMALE SUPERIEURE D ORAN,B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers ORAN,15.02,15.74,
U04,ECOLE NORMALE SUPERIEURE D ORAN,B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers AIN-TEMOUCHENT,15.21,15.57,
U04,ECOLE NORMALE SUPERIEURE D ORAN,B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers RELIZANE,16.10,--,
U04,ECOLE NORMALE SUPERIEURE D ORAN,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers TLEMCEN,14.72,15.47,
U04,ECOLE NORMALE SUPERIEURE D ORAN,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers MOSTAGANEM,15.24,--,
U04,ECOLE NORMALE SUPERIEURE D ORAN,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers ORAN,15.49,16.19,
U04,ECOLE NORMALE SUPERIEURE D ORAN,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers AIN- TEMOUCHENT,15.10,15.47,
U04,ECOLE NORMALE SUPERIEURE D ORAN,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers RELIZANE,16.29,--,
U04,ECOLE NORMALE SUPERIEURE D ORAN,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers TLEMCEN,14.52,15.76,
U04,ECOLE NORMALE SUPERIEURE D ORAN,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers SAIDA,14.50,15.12,
U04,ECOLE NORMALE SUPERIEURE D ORAN,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers SIDIBEL- ABBES,14.12,14.49,
U04,ECOLE NORMALE SUPERIEURE D ORAN,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers ORAN,15.60,16.28,
U04,ECOLE NORMALE SUPERIEURE D ORAN,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers AIN- TEMOUCHENT,15.39,17.10,
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers CHLEF,15.98,--,
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers TLEMCEN,14.55,15.62,
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers SIDIBEL-ABBES,14.52,--,
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers MOSTAGANEM,14.68,--,
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers MASCARA,15.23,16.23,
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers ORAN,15.94,--,
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers TISSEMSILT,15.17,16.44,
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers AIN- TEMOUCHENT,15.33,--,
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers RELIZANE,15.94,--,
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers CHLEF,17.06,--,
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers TLEMCEN,16.12,--,
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers SAIDA,16.29,--,
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers SIDIBEL-ABBES,16.44,--,
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers MOSTAGANEM,17.45,--,
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers MASCARA,17.15,--,
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers ORAN,16.49,--,
